publication_date;update_date;location;title;vehicles_involved;casualties;injured;reason;sequence_of_actions;district
20200224;20200224;Naogaon;3 killed in Naogaon road accident;truck;['one', '5,227'];['two'];The accident happened due to a collision between the truck and the auto-rickshaw.;1. The trio of passengers was travelling in an auto-rickshaw to attend a company's annual meeting. 2. The truck hit the auto-rickshaw around 9am in the Ferryghat area of Manda upazila. 3. Rafiqul was killed on the spot, Joynal died at Manda Upazila Health Complex, and Ashraful succumbed to his injuries while being taken to Rajshahi Medical College Hospital. 4. Two other passengers were injured and are currently undergoing treatment at RMCH. ;Naogaon District
20200226;NA;NA;Five killed in Laxmipur road crash;;[];[];Collision between auto-rickshaw and jeep;1. Auto-rickshaw and jeep collision at Bottoli bazar 2. Runa Akter, Mir Hossain, Miraz, Abdur Rahim, and Sumon killed 3. CNG passengers dead on the spot 4. Injured passengers sent to hospital;Unknown District
20200131;NA;Jhenaidah;3 killed in Jhenaidah road accident;motorcycle;['Three'];['one'];The reason for the accident: Collision between the tractor and motorcycle.;1. The trio was on their way to attend a wedding. 2. A tractor hit their motorcycle, leaving them injured. 3. They were taken to the Upazila Health Complex where the doctor pronounced them dead.;Jhenaidah District
20200206;NA;Dhaka;Road accidents claim 10 lives in 5 districts on Wednesday;microbus, motorcycle, truck;['two'];[];Inadequate road safety measures and reckless driving led to the accidents.;1. Two teenage boys were crushed under the wheels of a truck at Kaijuri of Faridpur Sadar upazila in the afternoon while returning home from school on a motorcycle. 2. Four people were killed in a head-on collision between a truck and a pickup van on Dhaka-Chattogram Highway at Banshbaria in Sitakunda upazila in early hours. 3. Two schoolboys were killed and another was injured after being run over by a microbus at Sadhurmor area in Godagari upazila in the morning. 4. A man was killed as a trolley hit his bicycle at Tunir Hat in Sadar upazila at afternoon. ;Dhaka District
20200208;20200208;Cumilla;2 killed in Cumilla road accident;;['one'];[];The accident happened due to a collision between the bus and the covered van on Dhaka-Chattogram Highway.;Sequence of actions: 1. The 'Ena Paribahan' bus hit the covered van. 2. The bus supervisor and the covered van driver were killed on the spot. 3. 10 other people were injured in the accident.  Reason:;Cumilla District
20200217;20200217;Sunamganj;Two teens killed in Sunamganj road accident;motorcycle;['one'];['one'];Loss of control of the motorcycle leading to collision with an electric pole.;1. Four friends were riding a motorcycle in the district town.  2. At one stage, the motorcycle hit the electric pole in front of Brahmangaon High School.  3. The accident left Pavel dead on the spot and Sohagh was pronounced dead at the Sadar Hospital.  4. Shakinur and Ashique were sent to Sylhet MAG Osmani Medical College Hospital as they were in a critical condition.  ;Sunamganj District
20200204;20200204;Jashore;Jashore car crash: Death toll rises to four;car;['one'];[];The accident happened due to the car hitting an electric pole.;1. The car hit an electric pole 2. Three members of a family were killed instantly 3. Hridoy sustained severe injuries to his spinal cord and lung 4. Hridoy eventually succumbed to his injuries at a Singapore hospital ;Jashore District
20200204;NA;Dhaka;Perilous roads: 7 killed in 4 districts;car, motorcycle, truck;['one', 'two'];['one'];The accident occurred due to a collision between the covered van and the motorbike on the highway.;1. The covered van hit the motorbike on Dhaka-Aricha highway in front of Jagir High School in Sadar upazila. 2. Hedayetul Haque and his minor daughter were killed on the spot. 3. Another daughter, Taznuba Hafsa, was injured and taken to the hospital. 4. The accident happened while Hedayetul and his daughters were going to the district town from Saturia. ;Dhaka District
20200215;20200215;Rangamati;Karnaphuli boat capsize: Search for missing passengers continues;car;[];[];Overcrowding of the tourist boat led to its sinking.;Sequence: 1. Tourist boat carrying 53 passengers sank around 11am. 2. Tumpa Majumder, 30, and her son Binoy, 5, went missing. 3. Rescuers resumed search in the morning. Reason:;Rangamati Hill District
20200128;20200128;Gopalganj;"Train hits bike in Gopalganj; three students dead";motorcycle, train;['Three'];['one'];The accident happened due to attempting to cross the rail tracks at an unmanned level crossing.;Sequence: 1. Four students were trying to cross the rail tracks on a bike at an unmanned level crossing. 2. A train crashed into the motorcycle at the crossing at Biswanathpur. 3. Three students were killed on the spot and one student was severely injured.  Reason:;Gopalganj District
20200130;NA;NA;Father, son among 4 killed in road crashes in Chattogram;car, motorcycle, truck;['one'];[];4. The accidents happened due to collisions and overturning of vehicles on the road.;1. Mujibul Haque and his son Hasan were killed in a road accident after a car rammed the motorcycle they were riding at Boro Darogar Haat area in Mirershorai. 2. Shahidullah was killed after being hit by a truck at the Pahartoli area of the city. 3. Truck driver Jabed Hossain was killed after his truck overturned and fell into roadside ditch in Sufia Road area of Mirershorai upazila.;Unknown District
20200125;NA;Natore;Baby ‘falls off’ mother’s lap into pond, dies;;[];[];The accident happened because the baby fell off her mother's lap into the pond.;1. Mother Tarin was walking along the bank of the pond with her baby girl on her lap.  2. Baby girl fell off her mother's lap when Tarin stumbled abruptly.  3. The baby drowned in the pond.  ;Natore District
20200123;20200123;Chapainawabganj;2 bikers killed in Chapainawabganj road crash;motorcycle, truck;['Two'];[];4. Accident happened due to collision between the truck and motorcycle.;1. The truck crashed into the motorcyle at the Madrasa intersection. 2. The motorcyclists, Habibur and Mozahar, were critically injured. 3. The duo died while being transported to Rajshahi Medical College Hospital.;Chapai Nawabganj District
20200121;20200121;Chattogram;Three injured in Chattogram gas cylinder explosion;;[];[];A leakage in the gas cylinder caused the explosion during repairs.;1. The trio was repairing the vessel with wielding equipment including the gas cylinder. 2. A leakage on the cylinder might have caused the blast explosion. 3. The explosion left Mojammel Hossain, Haidar Ali, and Md Ershad injured.;Chattogram District
20200129;20200129;Mymensingh;Four killed in Mymensingh road crash;;['one', 'three'];[];Collision between the bus and the auto-rickshaw led to the accident.;1. Bus collided with a battery-run auto-rickshaw 2. Woman killed on the spot, five others injured 3. Three more people died on the way to the hospital 4. Bus driver fled the scene ;Unknown District
20200125;NA;Kushtia;Two killed after being hit by vehicles in Kushtia;;['one'];[];Lack of control over the cow-laden ‘nosimon’ led to the accident that resulted in the death of the elderly bystander.;1. The elderly Yusuf Ali Sheikh was standing in front of a tea stall at Dobir Molla Gate area. 2. A cow-laden ‘nosimon’ coming from Kumarkhali lost control and hit Yusuf Ali Sheikh. 3. Yusuf Ali Sheikh was killed on the spot by the impact of the collision. 4. Police recovered the body of Yusuf Ali Sheikh from the spot. ;Kushtia District
20200128;20200128;Chattogram;2 killed in Chattogram bus plunge;;['Two'];[];The accident happened due to the bus flipping over and falling into a roadside ditch.;1. The bus overturned and plunged into a roadside ditch. 2. Jahanara Begum and bus helper Imam Hossain were killed on the spot. 3. 15 other passengers, including two teachers, were injured. 4. The injured were identified as Moham Ed Abdur Razzaq and Nadia Mahjabin. ;Chattogram District
20200123;NA;NA;Daughter killed, mother wounded in city road crash;truck;['one'];[];Collision between the covered van and the rickshaw led to the accident.;1. Covered van crashes into the rickshaw at Tikatuli of Old Dhaka. 2. Sahara Talukder, 23, is killed on the spot and her mother is injured. 3. Sahara's body is handed over to the family after an autopsy at Dhaka Medical College Hospital. 4. The accident occurred while Sahara was going to her sister's house with her mother. ;Unknown District
20200129;20200129;Dhaka;"Roads, railroads turning more perilous; 15 killed in 8 districts";motorcycle, train, truck;['three'];['one'];The accident happened due to the students attempting to cross the rail tracks on a bike at an unmanned level-crossing.;1. The four students were trying to cross the rail tracks on a bike at an unmanned level-crossing in Kashiani upazila in Gopalganj. 2. A train hit their bike at the crossing at Biswanathpur around 2:30pm. 3. Three students were killed on the spot and one was severely injured. 4. The bodies were sent to Kashiani Health Complex. ;Dhaka District
20200112;20200112;Dhaka;Microbus smashes bike in Chttogram, killing two;microbus, motorcycle;['one'];[];The accident happened due to the microbus hitting the motorcycle on the highway.;Sequence of actions: 1. Two motorcyclists were riding back home from the upazila headquarters. 2. A microbus heading towards Chattogram city crashed into their bike in front of Mustafizur Rahman Degree College on Chattogram-Cox's highway around 9:45 pm. 3. The impact of the crash resulted in the death of the two bikers on the spot. Reason of the accident:;Dhaka District
20200118;20200118;Jashore;Road crashes kill seven in three districts;car;['one', 'two', 'two'];[];Lack of control over vehicle steering led to accidents.;1. Car hits electric pole, killing three family members in Jashore district. 2. Private car overturns in Sylhet, killing two MC College students. 3. Bus hits roadside tree in Gopalganj, killing two women.  ;Jashore District
